대분류,소분류,시설명,주소,위도,경도,전화번호,상세위치,이용시간,의료인수,병상수,입원실수,정기 휴관일,장애별,홈페이지 주소,호선,엘리베이터,정류소번호
교통,버스,중랑소방서,,37.614688146,127.0951169805,,,,,,,,,,,,7354.0
교통,버스,송곡여고양원역,,37.6058817194,127.1058395641,,,,,,,,,,,,7355.0
교통,버스,송곡여고양원역,,37.605472999999996,127.1056,,,,,,,,,,,,7356.0
교통,버스,풍진슈퍼,,37.6046853285,127.1035239722,,,,,,,,,,,,7357.0
교통,버스,풍진슈퍼,,37.604392,127.103255,,,,,,,,,,,,7358.0
교통,버스,이화미디어고.중랑숲어린이도서관,,37.6032313021,127.1021141659,,,,,,,,,,,,7359.0
교통,버스,이화미디어고.중랑숲어린이도서관,,37.6031193851,127.1023246716,,,,,,,,,,,,7360.0
교통,버스,금란교회,,37.6010778053,127.1019979681,,,,,,,,,,,,7361.0
교통,버스,금란교회,,37.60118,127.10215,,,,,,,,,,,,7362.0
교통,버스,망우사거리,,37.6005378384,127.1001455367,,,,,,,,,,,,7363.0
교통,버스,망우사거리,,37.6003351623,127.1000648553,,,,,,,,,,,,7364.0
교통,버스,국민은행망우동지점,,37.5999201792,127.0974107927,,,,,,,,,,,,7365.0
교통,버스,국민은행망우동지점,,37.5997615516,127.0974547542,,,,,,,,,,,,7366.0
교통,버스,신내6단지아파트,,37.6163595817,127.0918000799,,,,,,,,,,,,7367.0
교통,버스,이수아파트앞시장입구,,37.61823925,127.08328937469999,,,,,,,,,,,,7369.0
교통,버스,이수아파트앞시장입구,,37.618171679899994,127.0832734401,,,,,,,,,,,,7370.0
교통,버스,묵동교,,37.618035,127.079282,,,,,,,,,,,,7371.0
교통,버스,묵동교,,37.6178338675,127.07920972,,,,,,,,,,,,7372.0
교통,버스,동양쇼핑,,37.615387856,127.078561452,,,,,,,,,,,,7373.0
교통,버스,동양쇼핑,,37.615562206,127.0778967038,,,,,,,,,,,,7374.0
교통,버스,우리은행,,37.6157665771,127.07678907200001,,,,,,,,,,,,7375.0
교통,버스,하나은행,,37.6155845183,127.07685005399999,,,,,,,,,,,,7376.0
교통,버스,한국아파트,,37.6151379586,127.0734252722,,,,,,,,,,,,7377.0
교통,버스,동구햇살아파트,,37.6134823027,127.07400586809999,,,,,,,,,,,,7378.0
교통,버스,묵동명사약국,,37.6149935092,127.07529304170001,,,,,,,,,,,,7379.0
교통,버스,묵동명사약국,,37.6149095157,127.0755942692,,,,,,,,,,,,7380.0
교통,버스,브라운캐슬,,37.613589603,127.075317679,,,,,,,,,,,,7381.0
교통,버스,브라운캐슬,,37.613619175100006,127.0755737065,,,,,,,,,,,,7382.0
교통,버스,먹골역입구,,37.6116709465,127.0757019958,,,,,,,,,,,,7383.0
교통,버스,먹골역입구,,37.6117005259,127.07594555719999,,,,,,,,,,,,7384.0
교통,버스,묵2동주민센터,,37.6098946925,127.07603546770001,,,,,,,,,,,,7385.0
교통,버스,묵2동주민센터,,37.609988248899995,127.076277956,,,,,,,,,,,,7386.0
교통,버스,금보당금은방,,37.608090513600004,127.0763530381,,,,,,,,,,,,7387.0
교통,버스,금보당금은방,,37.6079263237,127.0766496237,,,,,,,,,,,,7388.0
교통,버스,신묵초등학교입구,,37.6066224596,127.07663809200001,,,,,,,,,,,,7389.0
교통,버스,신묵초등학교중랑경찰서,,37.6068006638,127.07696220700001,,,,,,,,,,,,7390.0
교통,버스,제일시장,,37.6049696369,127.0769920333,,,,,,,,,,,,7391.0
교통,버스,제일프라자,,37.6049811942,127.07723215690001,,,,,,,,,,,,7392.0
교통,버스,신동신약국,,37.6035367408,127.0772499173,,,,,,,,,,,,7393.0
교통,버스,신동신약국,,37.6030769581,127.0775982745,,,,,,,,,,,,7394.0
교통,버스,중화역입구대원사약국,,37.6012530842,127.07771076709999,,,,,,,,,,,,7395.0
교통,버스,중화역입구대원사입구,,37.6017981459,127.077856301,,,,,,,,,,,,7396.0
교통,버스,태릉시장입구,,37.5994786312,127.07803282180001,,,,,,,,,,,,7397.0
교통,버스,태릉프라자약국농협,,37.598312391,127.0770157503,,,,,,,,,,,,7398.0
교통,버스,태릉시장입구굴다리,,37.5964894473,127.0756900098,,,,,,,,,,,,7399.0
교통,버스,우남푸르미아아파트,,37.6075902436,127.09955129379999,,,,,,,,,,,,7401.0
교통,버스,우남푸르미아아파트,,37.606984993000005,127.0992197585,,,,,,,,,,,,7402.0
교통,버스,신내초등학교,,37.6056777429,127.097870213,,,,,,,,,,,,7403.0
교통,버스,신내초등학교,,37.6050920271,127.0978819042,,,,,,,,,,,,7404.0
교통,버스,경남아파트,,37.6023672096,127.0967061318,,,,,,,,,,,,7405.0
교통,버스,대명프라자,,37.6024633795,127.0970063858,,,,,,,,,,,,7406.0
교통,버스,건영아파트,,37.6022091835,127.0960139331,,,,,,,,,,,,7407.0
교통,버스,상봉1동주민센터,,37.6004378473,127.08764903129999,,,,,,,,,,,,7408.0
교통,버스,상봉1동주민센터,,37.600665130100005,127.08736729629999,,,,,,,,,,,,7409.0
교통,버스,신내쌍용아파트,,37.601538208,127.0874691143,,,,,,,,,,,,7410.0
교통,버스,신내쌍용아파트,,37.6017852908,127.0872191092,,,,,,,,,,,,7411.0
교통,버스,망우역,,37.5986297908,127.09298101270001,,,,,,,,,,,,7417.0
교통,버스,중랑공영차고지.신내역,,37.6134692983,127.103310735,,,,,,,,,,,,7418.0
교통,버스,서울특별시북부병원,,37.605022,127.108843,,,,,,,,,,,,7420.0
교통,버스,양원역,,37.6062415321,127.10752428149999,,,,,,,,,,,,7421.0
교통,버스,성은교회앞,,37.597339665599996,127.0720227476,,,,,,,,,,,,7422.0
교통,버스,해모로아파트앞,,37.6018793589,127.11142531719999,,,,,,,,,,,,7424.0
교통,버스,먹골역,,37.6089365533,127.07785468040001,,,,,,,,,,,,7425.0
교통,버스,먹골역,,37.6093643524,127.0781824676,,,,,,,,,,,,7426.0
교통,버스,중화2동체육공원,,37.6003626826,127.0736950143,,,,,,,,,,,,7427.0
교통,버스,태릉고등학교앞,,37.6183929762,127.0855244777,,,,,,,,,,,,7429.0
교통,버스,태릉고등학교.원묵초등학교,,37.61829,127.087245,,,,,,,,,,,,7430.0
교통,버스,태릉고등학교.원묵초등학교,,37.6178651654,127.08721749940001,,,,,,,,,,,,7431.0
교통,버스,서울의료원후문,,37.6137345927,127.0975760659,,,,,,,,,,,,7432.0
교통,버스,서울의료원후문,,37.6137412498,127.09824099,,,,,,,,,,,,7433.0
교통,버스,신내데시앙아파트후문,,37.61305803,127.09955178610001,,,,,,,,,,,,7434.0
교통,버스,신내데시앙아파트후문,,37.6130754494,127.10026316049999,,,,,,,,,,,,7435.0
교통,버스,중화중학교삼거리,,37.5864491668,127.0948851433,,,,,,,,,,,,7436.0
교통,버스,새우개마을입구,,37.6140553175,127.0998045839,,,,,,,,,,,,7437.0
교통,버스,신내차량사업소입구,,37.6126730935,127.10186655,,,,,,,,,,,,7438.0
교통,버스,용마산빌라,,37.5712070158,127.0844834008,,,,,,,,,,,,7439.0
교통,버스,신내역1번출구,,37.6128279028,127.10207178360001,,,,,,,,,,,,7440.0
교통,버스,능말입구,,37.6140466092,127.1056676318,,,,,,,,,,,,7442.0
교통,버스,능말입구,,37.6140071894,127.10541270979999,,,,,,,,,,,,7447.0
교통,버스,중랑경찰서후문,,37.6196890354,127.10484185809999,,,,,,,,,,,,7448.0
교통,버스,신내데시앙아파트,,37.6109839206,127.10144628209999,,,,,,,,,,,,7449.0
교통,버스,당너머,,37.612679505100004,127.10783485370001,,,,,,,,,,,,7450.0
교통,버스,당너머,,37.6126490182,127.10767056559999,,,,,,,,,,,,7451.0
교통,버스,우디안아파트220동앞,,37.6155449461,127.112666824,,,,,,,,,,,,7452.0
교통,버스,우디안아파트220동앞,,37.6158044062,127.1127215883,,,,,,,,,,,,7453.0
교통,버스,우디안아파트222동앞,,37.616499082,127.11088300780001,,,,,,,,,,,,7454.0
교통,버스,새솔초등학교입구,,37.6169390695,127.1096421307,,,,,,,,,,,,7455.0
교통,버스,새솔초등학교,,37.617339287,127.1085201241,,,,,,,,,,,,7456.0
교통,버스,중랑경찰서정문.우디안101동앞,,37.6178214058,127.10549625760001,,,,,,,,,,,,7457.0
교통,버스,중랑경찰서정문.우디안101동앞,,37.617824351799996,127.1052243906,,,,,,,,,,,,7458.0
교통,버스,신내우디안아파트107동앞,,37.615628204400004,127.10545351219999,,,,,,,,,,,,7459.0
교통,버스,신내우디안아파트107동앞,,37.6154041202,127.1053925803,,,,,,,,,,,,7460.0
교통,버스,신내10단지아파트,,37.6102981127,127.0950502242,,,,,,,,,,,,7461.0
교통,버스,중랑공영차고지삼거리,,37.613220968200004,127.10493472190001,,,,,,,,,,,,7462.0
교통,버스,우디안아파트114동앞,,37.61926116,127.1073080634,,,,,,,,,,,,7463.0
교통,버스,우디안아파트114동앞,,37.6193259682,127.1070735055,,,,,,,,,,,,7464.0
교통,버스,늘푸른근린공원,,37.583108430500005,127.07964058719999,,,,,,,,,,,,7465.0
교통,버스,늘푸른근린공원,,37.5828907784,127.079850345,,,,,,,,,,,,7466.0
교통,버스,브라운캐슬B동,,37.6136186747,127.07508837879999,,,,,,,,,,,,7467.0
교통,버스,진로아파트앞.종점,,37.587724989899996,127.1015268076,,,,,,,,,,,,7500.0
교통,버스,중화동종점,,37.6000603766,127.08253182899999,,,,,,,,,,,,7501.0
교통,버스,진주빌라.바다약국,,37.5878806542,127.10073664379999,,,,,,,,,,,,7502.0
교통,버스,정신교회,,37.599794443,127.08139674659999,,,,,,,,,,,,7503.0
교통,버스,마을금고,,37.599678854299995,127.0804464349,,,,,,,,,,,,7504.0
교통,버스,공판장,,37.5886290229,127.0991229153,,,,,,,,,,,,7505.0
교통,버스,수협,,37.5995534192,127.0793873937,,,,,,,,,,,,7506.0
교통,버스,새마을금고,,37.5892197709,127.09739797729999,,,,,,,,,,,,7507.0
교통,버스,태릉시장,,37.5997722467,127.07824264530001,,,,,,,,,,,,7508.0
교통,버스,서울중앙외과,,37.5877930543,127.094431648,,,,,,,,,,,,7510.0
교통,버스,면목역,,37.588313321,127.0869542692,,,,,,,,,,,,7512.0
교통,버스,이화교,,37.6014258996,127.0766282307,,,,,,,,,,,,7514.0
교통,버스,면목2동치안센터,,37.5896743021,127.0760239509,,,,,,,,,,,,7515.0
교통,버스,중랑초등학교정문,,37.5884214469,127.0765526169,,,,,,,,,,,,7517.0
교통,버스,한신아파트후문,,37.5873563919,127.0765028357,,,,,,,,,,,,7519.0
교통,버스,마을금고,,37.5995049778,127.0803975494,,,,,,,,,,,,7520.0
교통,버스,정신교회,,37.5996555334,127.0816027142,,,,,,,,,,,,7521.0
교통,버스,중화동종점,,37.599933245,127.08264380860001,,,,,,,,,,,,7523.0
교통,버스,지하철7호선면목역,,37.588387996,127.08832336799999,,,,,,,,,,,,7524.0
교통,버스,면목지구대,,37.587815842800005,127.0941044299,,,,,,,,,,,,7525.0
교통,버스,새마을금고,,37.5890945823,127.09732194600001,,,,,,,,,,,,7526.0
교통,버스,공판장,,37.5884903229,127.09904233440001,,,,,,,,,,,,7527.0
교통,버스,진주빌라.바다약국,,37.5877725864,127.1006628959,,,,,,,,,,,,7528.0
교통,버스,진로아파트앞.종점,,37.587625910199996,127.10148024719999,,,,,,,,,,,,7529.0
교통,버스,수협,,37.5993830841,127.0794313809,,,,,,,,,,,,7530.0
교통,버스,중랑공영차고지.신내역,,37.613209000000005,127.103628,,,,,,,,,,,,7550.0
교통,버스,사가정역,,37.5807358238,127.0870023398,,,,,,,,,,,,7554.0
교통,버스,홈플러스면목동점,,37.5811718211,127.0811398287,,,,,,,,,,,,7770.0
교통,버스,망우역,,37.5986607304,127.092595999,,,,,,,,,,,,7771.0
교통,버스,월곡뉴타운,,37.6069061871,127.028209324,,,,,,,,,,,,8001.0
교통,버스,월곡뉴타운,,37.6059782576,127.0274048151,,,,,,,,,,,,8002.0
교통,버스,길음뉴타운,,37.6036262275,127.02416816569999,,,,,,,,,,,,8003.0
교통,버스,길음뉴타운,,37.603182089499995,127.023685545,,,,,,,,,,,,8004.0
교통,버스,미아리고개.미아리예술극장,,37.5988112954,127.02170906379999,,,,,,,,,,,,8005.0
교통,버스,미아리고개.미아리예술극장,,37.5979210002,127.02182092209999,,,,,,,,,,,,8006.0
교통,버스,돈암사거리.성신여대입구,,37.5937432794,127.0181313708,,,,,,,,,,,,8007.0
교통,버스,돈암사거리.성신여대입구,,37.593306296,127.017839099,,,,,,,,,,,,8008.0
교통,버스,삼선교.한성대학교,,37.5898525089,127.0092322385,,,,,,,,,,,,8009.0
교통,버스,삼선교.한성대학교,,37.5893128206,127.0083738392,,,,,,,,,,,,8010.0
교통,버스,숭곡초교입구,,37.6099346062,127.0322405345,,,,,,,,,,,,8101.0
교통,버스,창문여고,,37.611782602699996,127.03581728379999,,,,,,,,,,,,8102.0
교통,버스,동방주유소앞,,37.6136786234,127.03825243930001,,,,,,,,,,,,8103.0
교통,버스,장위동그린빌아파트,,37.6178525754,127.04311314659999,,,,,,,,,,,,8104.0
교통,버스,북서울꿈의숲,,37.6203171059,127.0453451219,,,,,,,,,,,,8105.0
교통,버스,장월초등학교,,37.623465954299995,127.04871056360001,,,,,,,,,,,,8106.0
교통,버스,국민대앞,,37.6106795513,126.99402733149999,,,,,,,,,,,,8107.0
교통,버스,국민대앞,,37.610930067,126.9943059539,,,,,,,,,,,,8108.0
교통,버스,국민대학교앞,,37.610721937600005,126.9947703724,,,,,,,,,,,,8110.0
교통,버스,청덕초등학교,,37.608787,126.99911200000001,,,,,,,,,,,,8111.0
교통,버스,청덕초교,,37.60863,127.00006,,,,,,,,,,,,8112.0
교통,버스,북악중학교,,37.607386,127.002908,,,,,,,,,,,,8113.0
교통,버스,고려대사범대학부속고등학교,,37.607888,127.00237800000001,,,,,,,,,,,,8114.0
교통,버스,봉국사,,37.605854,127.00762399999999,,,,,,,,,,,,8115.0
교통,버스,봉국사,,37.606138,127.00765700000001,,,,,,,,,,,,8116.0
교통,버스,정릉2동주민센터,,37.604593,127.01125800000001,,,,,,,,,,,,8117.0
교통,버스,정릉2동주민센터,,37.604863547600004,127.0113350677,,,,,,,,,,,,8118.0
교통,버스,숭덕초교,,37.603358363699996,127.0146827395,,,,,,,,,,,,8119.0
교통,버스,숭덕초교,,37.603698019,127.0151143204,,,,,,,,,,,,8120.0
교통,버스,정릉길음시장,,37.602183616,127.01909496260001,,,,,,,,,,,,8121.0
교통,버스,정릉길음시장.길음뉴타운9단지,,37.6025574883,127.0195763985,,,,,,,,,,,,8122.0
교통,버스,돈암동삼성아파트입구,,37.6018744304,127.02457531889999,,,,,,,,,,,,8123.0
교통,버스,길음역,,37.6020133759,127.02370442790001,,,,,,,,,,,,8124.0
교통,버스,돈암1동주민센터,,37.603796014299995,127.02658062559999,,,,,,,,,,,,8125.0
교통,버스,돈암1동주민센터,,37.6045637194,127.026672639,,,,,,,,,,,,8126.0
교통,버스,종암사거리,,37.603607000000004,127.031172,,,,,,,,,,,,8127.0
교통,버스,KT월곡지사,,37.602483064299996,127.0338761393,,,,,,,,,,,,8128.0
교통,버스,KT월곡지사,,37.60294674,127.03518899999999,,,,,,,,,,,,8129.0
교통,버스,종암SK아파트,,37.6020314272,127.03749332379999,,,,,,,,,,,,8130.0
교통,버스,성북구보건소,,37.6025534725,127.03929209999998,,,,,,,,,,,,8131.0
교통,버스,월곡역,,37.6016110566,127.041569165,,,,,,,,,,,,8132.0
교통,버스,월곡역,,37.6029110969,127.04221205620001,,,,,,,,,,,,8133.0
교통,버스,동덕여대앞,,37.6030027838,127.0428338902,,,,,,,,,,,,8134.0
교통,버스,한국과학기술연구원입구,,37.6042599406,127.04488007120001,,,,,,,,,,,,8135.0
교통,버스,상월곡역,,37.605489,127.046447,,,,,,,,,,,,8136.0
교통,버스,월곡중학교,,37.6067837534,127.0497031923,,,,,,,,,,,,8137.0
교통,버스,월곡중학교,,37.6068921157,127.0491494077,,,,,,,,,,,,8138.0
교통,버스,새석관시장,,37.608383,127.05260700000001,,,,,,,,,,,,8139.0
교통,버스,새석관시장,,37.6087000084,127.0526018086,,,,,,,,,,,,8140.0
교통,버스,돌곶이역,,37.6113185471,127.0583860785,,,,,,,,,,,,8141.0
교통,버스,돌곶이역,,37.6105861206,127.0562084808,,,,,,,,,,,,8142.0
교통,버스,장위동동원베네스트.온누리병원,,37.6120418318,127.058963193,,,,,,,,,,,,8143.0
교통,버스,석관동주민센터,,37.6133900746,127.06205094639999,,,,,,,,,,,,8144.0
교통,버스,석관동주민센터,,37.6135335939,127.0615798491,,,,,,,,,,,,8145.0
교통,버스,석계역굴다리앞,,37.6143314819,127.0657965807,,,,,,,,,,,,8146.0
교통,버스,석계역,,37.6150028692,127.067255027,,,,,,,,,,,,8147.0
교통,버스,성가복지병원,,37.6058827177,127.03113788270001,,,,,,,,,,,,8148.0
교통,버스,성가복지병원,,37.605744732,127.03158747290001,,,,,,,,,,,,8149.0
교통,버스,종암경찰서,,37.6014326326,127.0330443723,,,,,,,,,,,,8150.0
교통,버스,종암경찰서,,37.6010440534,127.033788281,,,,,,,,,,,,8151.0
교통,버스,종암동주민센터,,37.599228255,127.0341611898,,,,,,,,,,,,8152.0
교통,버스,종암동주민센터,,37.598597311300004,127.03478604450001,,,,,,,,,,,,8153.0
교통,버스,숭례초교,,37.5948052663,127.03568117809999,,,,,,,,,,,,8154.0
교통,버스,숭례초등학교,,37.594396924499996,127.036170198,,,,,,,,,,,,8155.0
교통,버스,고대앞,,37.588563685100006,127.03481081540001,,,,,,,,,,,,8156.0
교통,버스,우신향병원,,37.5851359404,127.0316104668,,,,,,,,,,,,8157.0
교통,버스,안암오거리,,37.5826117556,127.0290051935,,,,,,,,,,,,8158.0
교통,버스,대광초교,,37.5797066498,127.0250277117,,,,,,,,,,,,8159.0
교통,버스,정릉북한산국립공원입구,,37.6175946297,126.9995128987,,,,,,,,,,,,8160.0
교통,버스,정릉산장아파트,,37.616889048000004,127.0028047709,,,,,,,,,,,,8161.0
교통,버스,정릉대우아파트,,37.616708,127.00386,,,,,,,,,,,,8162.0
교통,버스,정릉4동주민센터.경국사,,37.6135233631,127.0062481498,,,,,,,,,,,,8163.0
교통,버스,정릉4동주민센터.경국사,,37.61351,127.006451,,,,,,,,,,,,8164.0
교통,버스,KEB.하나은행.정릉중앙지점,,37.6115696748,127.00841937690001,,,,,,,,,,,,8165.0
교통,버스,KEB.하나은행.정릉중앙지점,,37.6110767456,127.0089018493,,,,,,,,,,,,8166.0
교통,버스,정릉시장입구,,37.6084653256,127.0098212542,,,,,,,,,,,,8167.0
교통,버스,정릉시장입구,,37.6080327763,127.01015193069999,,,,,,,,,,,,8168.0
교통,버스,정릉우체국앞,,37.6051645031,127.01141213049999,,,,,,,,,,,,8169.0
교통,버스,정릉우체국앞,,37.6051401498,127.0116579021,,,,,,,,,,,,8170.0
교통,버스,미아초교,,37.6115318739,127.0220389791,,,,,,,,,,,,8171.0
교통,버스,미아초교,,37.610886616100004,127.02246581360001,,,,,,,,,,,,8172.0
교통,버스,길음동동부아파트,,37.607838082600004,127.0232894627,,,,,,,,,,,,8173.0
교통,버스,길음동동부아파트,,37.607810099,127.0235409013,,,,,,,,,,,,8174.0
교통,버스,삼선동주민센터,,37.590610714899995,127.01434731370001,,,,,,,,,,,,8175.0
교통,버스,삼선동주민센터,,37.5906917676,127.01471535459999,,,,,,,,,,,,8176.0
교통,버스,성북구청.성북경찰서,,37.5882431642,127.01725926030001,,,,,,,,,,,,8177.0
교통,버스,성북구청.성북경찰서,,37.588605406300005,127.01722990270001,,,,,,,,,,,,8178.0
교통,버스,보문역,,37.5858514183,127.01892094280001,,,,,,,,,,,,8179.0
교통,버스,보문역,,37.5844887946,127.01998948149999,,,,,,,,,,,,8180.0
교통,버스,브라운호텔,,37.5823963244,127.0207962235,,,,,,,,,,,,8181.0
교통,버스,브라운호텔,,37.582398970999996,127.0211155216,,,,,,,,,,,,8182.0
교통,버스,보문동주민센터,,37.5804514958,127.0218634882,,,,,,,,,,,,8183.0
교통,버스,보문동주민센터,,37.5798350036,127.0224862724,,,,,,,,,,,,8184.0
교통,버스,월계2교.참누리아파트,,37.6232183587,127.05037460129999,,,,,,,,,,,,8185.0
교통,버스,월계2교,,37.623825,127.050133,,,,,,,,,,,,8186.0
교통,버스,광운초교앞,,37.619946963000004,127.0534695494,,,,,,,,,,,,8187.0
교통,버스,광운초교,,37.6195570373,127.0549011589,,,,,,,,,,,,8188.0
교통,버스,장위3동주민센터,,37.6159993221,127.05728755370001,,,,,,,,,,,,8189.0
교통,버스,장위3동주민센터,,37.6161560006,127.0575142283,,,,,,,,,,,,8190.0
교통,버스,장삼주유소,,37.614117801599996,127.0592242299,,,,,,,,,,,,8191.0
교통,버스,장삼주유소,,37.61397337,127.0597361132,,,,,,,,,,,,8192.0
교통,버스,장위사거리,,37.6116947705,127.0617328401,,,,,,,,,,,,8193.0
교통,버스,장위사거리,,37.6117447286,127.0619827497,,,,,,,,,,,,8194.0
교통,버스,석관중고등학교앞,,37.609261147199994,127.06402515280001,,,,,,,,,,,,8195.0
교통,버스,석관고등학교,,37.6089318903,127.0646863453,,,,,,,,,,,,8196.0
교통,버스,석관동코오롱아파트,,37.6065134759,127.06613061360001,,,,,,,,,,,,8197.0
교통,버스,석관동코오롱아파트,,37.606698968,127.06636523190001,,,,,,,,,,,,8198.0
교통,버스,북서울꿈의숲,,37.6193098477,127.04494235920001,,,,,,,,,,,,8199.0
교통,버스,북서울꿈의숲,,37.6190310952,127.04576801389999,,,,,,,,,,,,8200.0
교통,버스,장곡초교앞,,37.6176985749,127.047581935,,,,,,,,,,,,8201.0
교통,버스,장곡초교앞,,37.6177065388,127.0479421691,,,,,,,,,,,,8202.0
교통,버스,하나은행장위동지점,,37.616210776399996,127.0500209793,,,,,,,,,,,,8203.0
교통,버스,하나은행장위동지점,,37.61643,127.050048,,,,,,,,,,,,8204.0
교통,버스,장위동원천주유소,,37.6144731894,127.05276785790001,,,,,,,,,,,,8205.0
교통,버스,장위동원천주유소,,37.6146307869,127.0529741295,,,,,,,,,,,,8206.0
교통,버스,장위2동주민센터,,37.6120921548,127.05553225370001,,,,,,,,,,,,8207.0
교통,버스,장위2동주민센터,,37.6121884667,127.0557532041,,,,,,,,,,,,8208.0
교통,버스,돌곶이역,,37.6101790897,127.05753907479999,,,,,,,,,,,,8209.0
교통,버스,돌곶이역,,37.6110768816,127.0568986613,,,,,,,,,,,,8210.0
교통,버스,석관시장,,37.6086897394,127.05907041450001,,,,,,,,,,,,8211.0
교통,버스,석관시장,,37.6088158085,127.0592358826,,,,,,,,,,,,8212.0
교통,버스,석관동새마을금고,,37.6075718081,127.0602270901,,,,,,,,,,,,8213.0
교통,버스,석관동새마을금고,,37.6073291356,127.06077395850001,,,,,,,,,,,,8214.0
교통,버스,한국예술종합학교,,37.6056471604,127.0618293174,,,,,,,,,,,,8215.0
교통,버스,한국예술종합학교,,37.6055370846,127.06210218540001,,,,,,,,,,,,8216.0
교통,버스,광운초교,,37.6199436593,127.0538410638,,,,,,,,,,,,8217.0
교통,버스,국민은행장위1동지점,,37.6182608689,127.0518201124,,,,,,,,,,,,8219.0
교통,버스,국민은행장위1동지점,,37.6183447338,127.05167403870001,,,,,,,,,,,,8220.0
교통,버스,장위1동새마을금고,,37.617000195500005,127.04985838719999,,,,,,,,,,,,8221.0
교통,버스,장위1동새마을금고,,37.6170561458,127.0496613198,,,,,,,,,,,,8222.0
교통,버스,서울다원학교,,37.5946012898,126.9913481192,,,,,,,,,,,,8223.0
교통,버스,동방문화대학원대학교,,37.5943995599,126.99307285180001,,,,,,,,,,,,8224.0
교통,버스,동방문화대학원대학교,,37.5947239836,126.9936413101,,,,,,,,,,,,8225.0
교통,버스,성북구립미술관.쌍다리앞,,37.593594116599995,126.99583379049999,,,,,,,,,,,,8226.0
교통,버스,성북구립미술관.쌍다리앞,,37.5937446022,126.99594362799999,,,,,,,,,,,,8227.0
교통,버스,성북초교,,37.5929147633,126.9987894435,,,,,,,,,,,,8228.0
교통,버스,성북초교,,37.593076945300005,126.9978246173,,,,,,,,,,,,8229.0
교통,버스,홍익대부속중고등학교입구,,37.5932175334,127.0006477466,,,,,,,,,,,,8230.0
교통,버스,홍익대부속중고등학교입구,,37.5932724917,127.0015310386,,,,,,,,,,,,8231.0
교통,버스,경신중고입구,,37.5917865725,127.0028344034,,,,,,,,,,,,8232.0
교통,버스,경신중고입구,,37.5922731616,127.0027845958,,,,,,,,,,,,8233.0
교통,버스,성북동주민센터.동구마케팅고,,37.5907466938,127.0036474176,,,,,,,,,,,,8234.0
교통,버스,성북동주민센터.동구마케팅고,,37.5907277582,127.0040392224,,,,,,,,,,,,8235.0
교통,버스,삼선교.성북문화원,,37.5887002491,127.0054964547,,,,,,,,,,,,8236.0
교통,버스,삼선교.성북문화원,,37.5889957916,127.00580334600001,,,,,,,,,,,,8237.0
교통,버스,서울다원학교,,37.594665047,126.9917880015,,,,,,,,,,,,8238.0
교통,버스,신종월교,,37.5975815021,127.04126001819999,,,,,,,,,,,,8240.0
교통,버스,창문여고,,37.6120356756,127.03625010020001,,,,,,,,,,,,8241.0
교통,버스,길음시장,,37.6030091015,127.023582426,,,,,,,,,,,,8245.0
교통,버스,길음시장,,37.603149768,127.0230920656,,,,,,,,,,,,8246.0
교통,버스,길음역,,37.6048476637,127.026217435,,,,,,,,,,,,8247.0
교통,버스,길음역,,37.6049721045,127.0258052115,,,,,,,,,,,,8248.0
교통,버스,미아사거리,,37.6101676658,127.0300443665,,,,,,,,,,,,8249.0
교통,버스,서경로꿈마루도서관앞,,37.6115052388,127.01338739799999,,,,,,,,,,,,8250.0
교통,버스,길원초등학교입구,,37.6104382371,127.0143749082,,,,,,,,,,,,8251.0
교통,버스,길원초등학교입구,,37.610337,127.01467199999999,,,,,,,,,,,,8252.0
교통,버스,열매교회,,37.6091693789,127.0153997267,,,,,,,,,,,,8253.0
교통,버스,열매교회,,37.608783,127.015477,,,,,,,,,,,,8254.0
교통,버스,정릉동동아아파트,,37.606292268000004,127.0149528803,,,,,,,,,,,,8255.0
교통,버스,정릉동태영아파트,,37.60641,127.015123,,,,,,,,,,,,8256.0
교통,버스,숭덕초교,,37.6041369037,127.0146749644,,,,,,,,,,,,8257.0
교통,버스,성북생태체험관,,37.620221,127.006498,,,,,,,,,,,,8258.0
교통,버스,정릉초교,,37.619058,127.00634,,,,,,,,,,,,8259.0
교통,버스,정릉동풍림상가앞,,37.6167005028,127.00770856940001,,,,,,,,,,,,8260.0
교통,버스,정릉동풍림상가앞,,37.6167428495,127.00777540780001,,,,,,,,,,,,8261.0
교통,버스,정릉동풍림아파트,,37.616120128,127.0087971028,,,,,,,,,,,,8262.0
교통,버스,정릉입구,,37.602425751300004,127.0135090711,,,,,,,,,,,,8263.0
교통,버스,정릉입구,,37.6030111913,127.0134299459,,,,,,,,,,,,8264.0
교통,버스,아리랑고개.아리랑시네미디어센터,,37.6006317832,127.0137784395,,,,,,,,,,,,8265.0
교통,버스,아리랑고개.아리랑시네미디어센터,,37.6005020175,127.01385656040001,,,,,,,,,,,,8266.0
교통,버스,돈암2동주민센터입구.흥천사,,37.5968452625,127.0150132759,,,,,,,,,,,,8267.0
교통,버스,돈암2동주민센터입구.흥천사,,37.5960576256,127.0156744785,,,,,,,,,,,,8268.0
교통,버스,성신여대입구,,37.5933966357,127.0162401338,,,,,,,,,,,,8269.0
교통,버스,성신여대입구,,37.5936011638,127.01637720229999,,,,,,,,,,,,8270.0
교통,버스,한국과학기술연구원입구,,37.6040931558,127.0450996933,,,,,,,,,,,,8271.0
